Team, Trial, Modality, Chart Type, Task Type, Task Number, Trial Time, Event Type, Participant, Action, Action Target, Action Intent, Utterance Purpose, Deictic Pronouns, Spatial Deictic
3,21,Hololens,Network,Closed,T9,0:20,Gesture,2,Hand wave,c,d,,,
3,21,Hololens,Network,Closed,T9,0:24,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,0:29,Gesture,2,Two hands palms towards each other,c,d,,,
3,21,Hololens,Network,Closed,T9,0:38,Gesture,1,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,0:40,Gesture,2,Hand wave,c,d,,,
3,21,Hololens,Network,Closed,T9,0:49,Gesture,1,Two hands palms out,b,c,,,
3,21,Hololens,Network,Closed,T9,0:50,Gesture,2,One hand palm up,c,d,,,
3,21,Hololens,Network,Closed,T9,0:54,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,0:56,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,0:59,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:01,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:04,Gesture,1,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:09,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:10,Gesture,2,Hand wave,c,r,,,
3,21,Hololens,Network,Closed,T9,1:13,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:16,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:19,Gesture,2,Pull,c,d,,,
3,21,Hololens,Network,Closed,T9,1:25,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:27,Gesture,1,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:32,Gesture,1,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:37,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:38,Gesture,1,Shrug,b,c,,,
3,21,Hololens,Network,Closed,T9,1:41,Gesture,2,Hand wave,c,d,,,
3,21,Hololens,Network,Closed,T9,1:46,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:50,Gesture,2,Point,c,r,,,
3,21,Hololens,Network,Closed,T9,1:53,Gesture,2,Finger wave,c,r,,,
3,21,Hololens,Network,Closed,T9,1:58,Gesture,2,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:01,Gesture,2,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:07,Gesture,2,Finger wave,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:12,Gesture,1,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:16,Gesture,2,Hand wave,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:20,Gesture,1,Shrug,b,c,,,
3,22,Hololens,BarChart,Open,T8,0:23,Gesture,2,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:28,Gesture,2,Hand wave,c,d,,,
3,22,Hololens,BarChart,Open,T8,0:23,Gesture,2,Counting on fingers,b,c,,,
3,22,Hololens,BarChart,Open,T8,0:41,Gesture,2,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:46,Gesture,1,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:51,Gesture,1,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,0:59,Gesture,2,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,1:01,Gesture,2,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,1:03,Gesture,2,Finger wave,c,r,,,
3,22,Hololens,BarChart,Open,T8,1:05,Gesture,1,Point,c,r,,,
3,22,Hololens,BarChart,Open,T8,1:09,Gesture,2,Two hands palms up,c,d,,,
3,22,Hololens,BarChart,Open,T8,1:13,Gesture,2,Two hands palms towards each other,c,d,,,
3,22,Hololens,BarChart,Open,T8,1:16,Gesture,2,Two hands palms towards each other,c,d,,,
3,22,Hololens,BarChart,Open,T8,1:19,Gesture,2,Finger wave,c,r,,,
3,22,Hololens,BarChart,Open,T8,1:21,Gesture,2,Finger wave,c,r,,,
3,22,Hololens,BarChart,Open,T8,1:24,Gesture,2,One hand palm out,o,d,,,
3,23,Hololens,ScatterPlot,Open,T4,0:06,Gesture,2,Hand wave,b,c,,,
3,23,Hololens,ScatterPlot,Open,T4,0:16,Gesture,2,Point,c,r,,,
3,23,Hololens,ScatterPlot,Open,T4,0:19,Gesture,2,Hand wave,o,c,,,
3,23,Hololens,ScatterPlot,Open,T4,0:21,Gesture,1,Hand wave,c,r,,,
3,23,Hololens,ScatterPlot,Open,T4,0:21,Gesture,2,Hand wave,c,d,,,
3,23,Hololens,ScatterPlot,Open,T4,0:28,Gesture,2,Shrug,b,c,,,
3,23,Hololens,ScatterPlot,Open,T4,0:31,Gesture,2,Counting on fingers,b,c,,,
3,23,Hololens,ScatterPlot,Open,T4,0:41,Gesture,2,Finger wave,b,c,,,
3,23,Hololens,ScatterPlot,Open,T4,0:45,Gesture,2,Finger wave,c,r,,,
3,23,Hololens,ScatterPlot,Open,T4,0:55,Gesture,2,Point,c,r,,,
3,23,Hololens,ScatterPlot,Open,T4,1:03,Gesture,2,Hand wave,c,r,,,
3,23,Hololens,ScatterPlot,Open,T4,1:07,Gesture,2,Point,c,r,,,
3,23,Hololens,ScatterPlot,Open,T4,1:08,Gesture,2,Hand wave,c,d,,,
3,23,Hololens,ScatterPlot,Open,T4,1:21,Gesture,1,Two hands palms towards each other,c,d,,,
3,24,Hololens,Network,Open,T11,0:10,Gesture,2,Finger wave,c,r,,,
3,24,Hololens,Network,Open,T11,0:15,Gesture,1,Point,c,r,,,
3,24,Hololens,Network,Open,T11,0:18,Gesture,1,Hand wave,c,d,,,
3,24,Hololens,Network,Open,T11,0:19,Gesture,1,Two hands palms towards each other,c,d,,,
3,24,Hololens,Network,Open,T11,0:19,Gesture,2,Point,c,r,,,
3,24,Hololens,Network,Open,T11,0:23,Gesture,2,Finger wave,c,d,,,
3,24,Hololens,Network,Open,T11,0:32,Gesture,2,Hand wave,c,d,,,
3,24,Hololens,Network,Open,T11,0:34,Gesture,2,Two hands palms out,c,d,,,
3,24,Hololens,Network,Open,T11,0:35,Gesture,2,Two hands palms out,c,d,,,
3,24,Hololens,Network,Open,T11,0:38,Gesture,2,Two hands palms out,c,d,,,
3,24,Hololens,Network,Open,T11,0:42,Gesture,2,Hand wave,b,c,,,
3,24,Hololens,Network,Open,T11,0:50,Gesture,1,Point,c,r,,,
3,24,Hololens,Network,Open,T11,1:00,Gesture,2,Pull,b,c,,,
4,13,Desktop,ScatterPlot,Open,T4,0:10,Gesture,1,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:13,Gesture,1,Two hands palms towards each other,c,v,,,
4,13,Desktop,ScatterPlot,Open,T4,0:19,Gesture,1,Hand wave,c,d,,,
4,13,Desktop,ScatterPlot,Open,T4,0:21,Gesture,1,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:22,Gesture,2,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:23,Gesture,1,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:25,Gesture,1,Finger wave,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:29,Gesture,1,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:31,Gesture,2,Finger wave,c,d,,,
4,13,Desktop,ScatterPlot,Open,T4,0:37,Gesture,1,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:39,Gesture,1,Finger wave,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:41,Gesture,2,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:45,Gesture,1,Finger wave,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:49,Gesture,1,Hand wave,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:51,Gesture,1,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:52,Gesture,1,Finger wave,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:54,Gesture,1,Finger wave,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:55,Gesture,1,Finger wave,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,0:58,Gesture,1,Point,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,1:01,Gesture,1,Finger wave,c,r,,,
4,13,Desktop,ScatterPlot,Open,T4,1:03,Gesture,1,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,0:25,Gesture,1,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,0:27,Gesture,2,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,0:30,Gesture,2,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,0:31,Gesture,2,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,0:34,Gesture,1,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,0:54,Gesture,2,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,0:56,Gesture,2,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,1:04,Gesture,2,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,1:05,Gesture,2,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,1:06,Gesture,1,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,1:07,Gesture,2,Finger wave,c,r,,,
4,14,Desktop,Network,Open,T12,1:08,Gesture,2,Finger wave,c,r,,,
4,15,Desktop,BarChart,Closed,T5,0:12,Gesture,2,Point,c,r,,,
4,15,Desktop,BarChart,Closed,T5,0:12,Gesture,1,Pull,c,v,,,
4,15,Desktop,BarChart,Closed,T5,0:17,Gesture,1,Point,c,r,,,
4,15,Desktop,BarChart,Closed,T5,0:19,Gesture,1,Two hands palms towards each other,c,v,,,
4,15,Desktop,BarChart,Closed,T5,0:22,Gesture,1,Hand wave,c,v,,,
4,15,Desktop,BarChart,Closed,T5,0:28,Gesture,1,One hand palm out,b,c,,,
4,15,Desktop,BarChart,Closed,T5,0:34,Gesture,1,Two hands palms towards each other,c,v,,,
4,15,Desktop,BarChart,Closed,T5,0:36,Gesture,1,Finger wave,c,v,,,
4,15,Desktop,BarChart,Closed,T5,0:39,Gesture,1,Point,c,r,,,
4,15,Desktop,BarChart,Closed,T5,0:42,Gesture,1,Point,c,r,,,
4,15,Desktop,BarChart,Closed,T5,0:52,Gesture,1,Point,c,r,,,
4,15,Desktop,BarChart,Closed,T5,0:54,Gesture,1,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,0:06,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,0:10,Gesture,1,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,0:14,Gesture,1,Finger wave,c,d,,,
4,16,Desktop,Network,Closed,T9,0:17,Gesture,2,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,0:19,Gesture,2,Finger wave,c,d,,,
4,16,Desktop,Network,Closed,T9,0:22,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,0:27,Gesture,2,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,0:28,Gesture,1,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,0:31,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,0:31,Gesture,1,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,0:33,Gesture,2,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,0:34,Gesture,1,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,0:41,Gesture,1,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,0:43,Gesture,2,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,0:54,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,0:59,Gesture,1,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,1:01,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,1:03,Gesture,1,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,1:04,Gesture,2,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,1:06,Gesture,1,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,1:07,Gesture,1,Pull,c,v,,,
4,16,Desktop,Network,Closed,T9,1:09,Gesture,1,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,1:10,Gesture,1,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,1:13,Gesture,2,Point,c,r,,,
4,16,Desktop,Network,Closed,T9,1:15,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,1:18,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,1:21,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,1:25,Gesture,2,Hand wave,b,c,,,
4,16,Desktop,Network,Closed,T9,1:28,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,1:48,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,1:55,Gesture,2,Finger wave,c,r,,,
4,16,Desktop,Network,Closed,T9,2:00,Gesture,2,Finger wave,c,r,,,
4,17,Desktop,ScatterPlot,Closed,T2,0:19,Gesture,2,Hand wave,c,d,,,
4,17,Desktop,ScatterPlot,Closed,T2,0:30,Gesture,2,Hand wave,c,d,,,
4,17,Desktop,ScatterPlot,Closed,T2,0:58,Gesture,2,Finger wave,c,d,,,
4,17,Desktop,ScatterPlot,Closed,T2,1:01,Gesture,1,Hand wave,c,d,,,
4,18,Desktop,Network,Open,T11,0:08,Gesture,1,Point,c,r,,,
4,18,Desktop,Network,Open,T11,0:12,Gesture,1,Point,c,r,,,
4,18,Desktop,Network,Open,T11,0:14,Gesture,1,Point,c,r,,,
4,18,Desktop,Network,Open,T11,0:40,Gesture,1,Finger wave,c,d,,,
4,18,Desktop,Network,Open,T11,0:48,Gesture,1,Finger wave,c,d,,,
4,18,Desktop,Network,Open,T11,0:51,Gesture,1,Finger wave,c,d,,,
4,18,Desktop,Network,Open,T11,0:53,Gesture,1,Finger wave,c,r,,,
4,18,Desktop,Network,Open,T11,1:13,Gesture,1,Point,c,r,,,
4,19,Desktop,ScatterPlot,Open,T3,0:15,Gesture,2,Point,c,r,,,
4,19,Desktop,ScatterPlot,Open,T3,0:16,Gesture,2,Hand wave,c,d,,,
4,19,Desktop,ScatterPlot,Open,T3,0:18,Gesture,2,Hand wave,c,d,,,
4,19,Desktop,ScatterPlot,Open,T3,0:21,Gesture,2,Hand wave,c,d,,,
4,19,Desktop,ScatterPlot,Open,T3,0:29,Gesture,1,Hand wave,c,d,,,
4,19,Desktop,ScatterPlot,Open,T3,0:31,Gesture,1,Point,c,r,,,
4,19,Desktop,ScatterPlot,Open,T3,0:33,Gesture,1,Point,c,r,,,
4,19,Desktop,ScatterPlot,Open,T3,0:35,Gesture,2,Point,c,r,,,
4,19,Desktop,ScatterPlot,Open,T3,0:37,Gesture,2,Hand wave,c,d,,,
4,19,Desktop,ScatterPlot,Open,T3,0:39,Gesture,1,Hand wave,b,c,,,
4,19,Desktop,ScatterPlot,Open,T3,0:41,Gesture,2,Point,c,r,,,
4,19,Desktop,ScatterPlot,Open,T3,0:53,Gesture,2,Point,c,r,,,
4,19,Desktop,ScatterPlot,Open,T3,0:55,Gesture,2,Finger wave,c,d,,,
4,19,Desktop,ScatterPlot,Open,T3,1:10,Gesture,1,Hand wave,c,d,,,
4,20,Desktop,BarChart,Closed,T6,0:09,Gesture,1,Two hands palms out,b,v,,,
4,20,Desktop,BarChart,Closed,T6,0:18,Gesture,2,Hand wave,c,d,,,
4,20,Desktop,BarChart,Closed,T6,0:21,Gesture,1,Hand wave,c,d,,,
4,20,Desktop,BarChart,Closed,T6,0:28,Gesture,1,Hand wave,b,c,,,
4,20,Desktop,BarChart,Closed,T6,0:49,Gesture,1,Hand wave,c,d,,,
4,21,Desktop,BarChart,Open,T7,0:20,Gesture,1,Hand wave,c,v,,,
4,21,Desktop,BarChart,Open,T7,0:34,Gesture,1,Hand wave,c,v,,,
4,21,Desktop,BarChart,Open,T7,0:45,Gesture,1,Hand wave,c,r,,,
4,21,Desktop,BarChart,Open,T7,0:58,Gesture,1,Finger wave,c,d,,,
4,21,Desktop,BarChart,Open,T7,1:02,Gesture,1,Finger wave,c,d,,,
4,21,Desktop,BarChart,Open,T7,1:13,Gesture,1,Hand wave,c,v,,,
4,21,Desktop,BarChart,Open,T7,1:16,Gesture,1,Finger wave,c,v,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:06,Gesture,1,Point,c,r,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:09,Gesture,1,Point,c,r,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:13,Gesture,1,Point,c,r,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:19,Gesture,1,Hand wave,c,v,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:27,Gesture,1,One hand palm out,c,v,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:39,Gesture,1,Point,c,r,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:40,Gesture,1,Point,c,r,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:44,Gesture,2,Hand wave,s,c,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:45,Gesture,1,Two hand wave,b,v,,,
4,22,Desktop,ScatterPlot,Closed,T1,0:51,Gesture,1,One hand palm out,c,v,,,
4,22,Desktop,ScatterPlot,Closed,T1,1:11,Gesture,1,Hand wave,c,v,,,
4,22,Desktop,ScatterPlot,Closed,T1,1:24,Gesture,1,Finger wave,c,d,,,
4,22,Desktop,ScatterPlot,Closed,T1,1:33,Gesture,1,Finger wave,c,d,,,
4,23,Desktop,Network,Closed,T10,0:09,Gesture,1,Hand wave,b,c,,,
4,23,Desktop,Network,Closed,T10,0:20,Gesture,1,Point,c,r,,,
4,23,Desktop,Network,Closed,T10,0:23,Gesture,1,Point,c,r,,,
4,23,Desktop,Network,Closed,T10,0:28,Gesture,1,Finger wave,c,r,,,
4,23,Desktop,Network,Closed,T10,0:32,Gesture,1,Finger wave,c,r,,,
4,23,Desktop,Network,Closed,T10,0:32,Gesture,2,Finger wave,c,r,,,
4,23,Desktop,Network,Closed,T10,0:43,Gesture,2,Finger wave,c,r,,,
4,23,Desktop,Network,Closed,T10,0:47,Gesture,1,Point,c,r,,,
4,23,Desktop,Network,Closed,T10,0:50,Gesture,1,Finger wave,c,r,,,
4,23,Desktop,Network,Closed,T10,0:56,Gesture,1,Finger wave,c,r,,,
4,23,Desktop,Network,Closed,T10,0:59,Gesture,1,Finger wave,c,r,,,
4,23,Desktop,Network,Closed,T10,1:18,Gesture,1,Point,c,r,,,
4,23,Desktop,Network,Closed,T10,1:25,Gesture,1,Pull,c,v,,,
4,23,Desktop,Network,Closed,T10,1:40,Gesture,1,Point,c,r,,,
4,23,Desktop,Network,Closed,T10,1:42,Gesture,1,Hand wave,c,v,,,
4,23,Desktop,Network,Closed,T10,1:44,Gesture,1,Finger wave,c,r,,,
4,24,Desktop,BarChart,Open,T8,0:20,Gesture,1,Point,c,r,,,
4,24,Desktop,BarChart,Open,T8,0:24,Gesture,1,Point,c,r,,,
4,24,Desktop,BarChart,Open,T8,0:30,Gesture,1,Finger wave,b,c,,,
4,24,Desktop,BarChart,Open,T8,0:33,Gesture,1,Point,c,r,,,
4,24,Desktop,BarChart,Open,T8,0:36,Gesture,1,Hand wave,b,d,,,
4,24,Desktop,BarChart,Open,T8,0:39,Gesture,2,Point,c,r,,,
4,24,Desktop,BarChart,Open,T8,0:42,Gesture,1,Hand wave,b,d,,,
4,24,Desktop,BarChart,Open,T8,0:46,Gesture,1,Point,c,r,,,
4,24,Desktop,BarChart,Open,T8,1:03,Gesture,2,Finger wave,c,r,,,
4,24,Desktop,BarChart,Open,T8,1:16,Gesture,1,Finger wave,c,r,,,
4,24,Desktop,BarChart,Open,T8,1:21,Gesture,1,Hand wave,o,c,,,
4,24,Desktop,BarChart,Open,T8,1:22,Gesture,1,Hand wave,b,c,,,
4,1,Hololens,BarChart,Open,T7,0:12,Gesture,2,Finger wave,c,r,,,
4,1,Hololens,BarChart,Open,T7,0:15,Gesture,2,Finger wave,c,d,,,
4,1,Hololens,BarChart,Open,T7,0:17,Gesture,2,Finger wave,c,d,,,
4,1,Hololens,BarChart,Open,T7,0:36,Gesture,1,Finger wave,c,d,,,
4,1,Hololens,BarChart,Open,T7,0:41,Gesture,1,Finger wave,b,c,,,
4,1,Hololens,BarChart,Open,T7,1:42,Gesture,1,Finger wave,c,c,,,
4,1,Hololens,BarChart,Open,T7,1:52,Gesture,1,Pinch,b,c,,,
4,2,Hololens,Network,Closed,T10,0:04,Gesture,2,Point,c,r,,,
4,2,Hololens,Network,Closed,T10,0:11,Gesture,1,Point,c,r,,,
4,2,Hololens,Network,Closed,T10,0:12,Gesture,2,Point,c,r,,,
4,2,Hololens,Network,Closed,T10,0:18,Gesture,2,Finger wave,c,r,,,
4,2,Hololens,Network,Closed,T10,0:27,Gesture,1,Finger wave,c,r,,,
4,2,Hololens,Network,Closed,T10,0:29,Gesture,1,Finger wave,c,r,,,
4,2,Hololens,Network,Closed,T10,0:34,Gesture,1,Finger wave,c,r,,,
4,2,Hololens,Network,Closed,T10,0:37,Gesture,1,Finger wave,c,r,,,
4,2,Hololens,Network,Closed,T10,0:41,Gesture,1,Two hands palms towards each other,c,r,,,
4,2,Hololens,Network,Closed,T10,0:43,Gesture,1,Two hands point,c,r,,,
4,2,Hololens,Network,Closed,T10,0:44,Gesture,1,Finger wave,c,d,,,
4,2,Hololens,Network,Closed,T10,0:46,Gesture,1,Hand wave,c,d,,,
4,2,Hololens,Network,Closed,T10,0:48,Gesture,1,Finger wave,c,r,,,
4,2,Hololens,Network,Closed,T10,0:50,Gesture,2,Finger wave,c,c,,,
4,2,Hololens,Network,Closed,T10,0:58,Gesture,1,Two hand wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:01,Gesture,2,Point,c,r,,,
4,2,Hololens,Network,Closed,T10,1:03,Gesture,1,Finger wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:05,Gesture,1,Hand wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:07,Gesture,1,Hand wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:10,Gesture,2,Point,c,r,,,
4,2,Hololens,Network,Closed,T10,1:11,Gesture,1,Hand wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:12,Gesture,1,Two hand wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:15,Gesture,1,Finger wave,c,r,,,
4,2,Hololens,Network,Closed,T10,1:19,Gesture,1,Finger wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:20,Gesture,1,Hand wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:39,Gesture,2,Grab,c,r,,,
4,2,Hololens,Network,Closed,T10,1:40,Gesture,1,Two hands palms towards each other,c,d,,,
4,2,Hololens,Network,Closed,T10,1:43,Gesture,1,Two hands palms towards each other,c,d,,,
4,2,Hololens,Network,Closed,T10,1:44,Gesture,2,Point,c,r,,,
4,2,Hololens,Network,Closed,T10,1:47,Gesture,2,Point,c,r,,,
4,2,Hololens,Network,Closed,T10,1:49,Gesture,1,Finger wave,c,r,,,
4,2,Hololens,Network,Closed,T10,1:50,Gesture,2,Point,c,r,,,
4,2,Hololens,Network,Closed,T10,1:53,Gesture,1,Hand wave,c,d,,,
4,2,Hololens,Network,Closed,T10,1:57,Gesture,1,Finger wave,c,d,,,
4,3,Hololens,BarChart,Open,T8,0:07,Gesture,1,Hand wave,b,c,,,
4,3,Hololens,BarChart,Open,T8,0:09,Gesture,2,Hand wave,b,c,,,
4,3,Hololens,BarChart,Open,T8,0:15,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:19,Gesture,1,Finger wave,c,d,,,
4,3,Hololens,BarChart,Open,T8,0:21,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:22,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:25,Gesture,2,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:28,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:30,Gesture,1,Hand wave,b,c,,,
4,3,Hololens,BarChart,Open,T8,0:34,Gesture,1,Finger wave,c,d,,,
4,3,Hololens,BarChart,Open,T8,0:37,Gesture,1,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:40,Gesture,1,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:42,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:44,Gesture,2,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:46,Gesture,1,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:46,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:49,Gesture,1,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:49,Gesture,2,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,0:57,Gesture,1,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:01,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:04,Gesture,2,Finger wave,c,d,,,
4,3,Hololens,BarChart,Open,T8,1:06,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:08,Gesture,2,Finger wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:11,Gesture,1,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:12,Gesture,2,Hand wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:13,Gesture,2,Hand wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:15,Gesture,2,Pinch,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:16,Gesture,2,Hand wave,o,c,,,
4,3,Hololens,BarChart,Open,T8,1:17,Gesture,2,Hand wave,c,d,,,
4,3,Hololens,BarChart,Open,T8,1:19,Gesture,1,Hand wave,b,d,,,
4,3,Hololens,BarChart,Open,T8,1:24,Gesture,2,Hand wave,b,c,,,
4,3,Hololens,BarChart,Open,T8,1:35,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:42,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:45,Gesture,2,Finger wave,c,d,,,
4,3,Hololens,BarChart,Open,T8,1:48,Gesture,2,Hand wave,c,d,,,
4,3,Hololens,BarChart,Open,T8,1:50,Gesture,2,Hand wave,c,r,,,
4,3,Hololens,BarChart,Open,T8,1:52,Gesture,2,Point,c,r,,,
4,3,Hololens,BarChart,Open,T8,2:00,Gesture,2,Point,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:03,Gesture,2,Point,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:06,Gesture,1,Hand wave,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:06,Gesture,2,Point,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:09,Gesture,1,Two hands palms towards each other,b,d,,,
4,4,Hololens,BarChart,Closed,T5,0:11,Gesture,2,Point,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:13,Gesture,1,Point,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:15,Gesture,1,Two hands point,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:23,Gesture,1,Hand wave,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:25,Gesture,1,Point,c,r,,,
4,4,Hololens,BarChart,Closed,T5,0:25,Gesture,2,Point,c,r,,,
